id,valor,categoria,hora,dia_semana,idade_cliente,saldo_conta,num_transacoes_dia,eh_fim_semana,distancia_casa_km,eh_fraude
1,99.09281969984117,shopping,12,2,49.0,2580.970086880012,0,0,12.29960372914604,0
2,46.25098858748697,shopping,22,2,41.0,2994.741409861989,1,0,2.7139096729574916,0
3,118.77444159821053,restaurante,4,1,40.0,2377.433099343548,3,1,5.343322226627479,0
4,339.5549629431532,restaurante,5,7,45.0,1740.4625094581288,3,0,0.9049313221169143,0
5,41.223807868001316,restaurante,23,2,48.0,1873.1166094579896,0,0,2.854080517932532,0
6,41.2246200398026,shopping,13,1,39.0,3208.4142145560236,2,1,4.991560715658986,0
7,363.2369508989553,online,11,3,34.0,2759.304672274433,0,0,2.4339435167991788,0
8,137.1289432764146,farmacia,3,3,42.0,3790.964540099345,2,0,2.212716890018746,0
9,31.082057917775252,farmacia,22,3,20.0,3078.544345804894,1,0,0.004997457961465903,0
10,104.69716627282035,combustivel,5,6,37.0,3115.520993975638,3,0,8.155695029703393,0
11,31.308786237734484,farmacia,9,2,10.0,3889.2183522514306,2,0,11.006356311627986,0
12,31.222041249947203,farmacia,17,6,19.0,5128.377107869026,1,0,17.44416778557922,0
13,72.99235618557107,restaurante,14,7,18.0,5188.533522437833,2,1,6.351834297409557,0
14,5.496237165709297,restaurante,7,2,52.0,5010.609630171327,3,0,3.979137703780618,0
15,6.890189587564416,shopping,8,1,40.0,4305.673754611961,3,0,1.5686555749133582,0
16,27.80608731552285,combustivel,4,6,24.0,6128.115933138223,0,0,36.31840939713033,0
17,16.19338224849221,mercado,9,6,45.0,3656.7356493653588,1,0,4.454977535334353,0
18,79.60658369086617,combustivel,19,7,51.0,3488.318722983108,4,0,5.715236391170962,0
19,18.363612211278248,combustivel,5,6,46.0,6365.881913254574,3,1,5.734909757099535,0
20,10.026539809923285,online,15,4,37.0,-1088.9532751492134,1,1,9.329779858657457,0
21,316.9609317863122,shopping,23,1,42.0,2679.1552670335223,0,0,0.048598108519795076,0
22,41.64029962875137,online,2,3,50.0,4878.743593724999,4,1,1.2438899986020893,0
23,59.206648754477484,combustivel,9,1,34.0,4470.394429082526,1,0,5.476100246667185,0
24,9.877922106601407,combustivel,10,4,40.0,6848.477362253446,3,0,11.275919313523222,0
25,28.40998678093474,combustivel,10,7,36.0,3161.2285774971283,1,0,5.781293585413493,0
26,62.37141688248189,farmacia,16,7,20.0,2353.7735964177064,2,0,2.6678388136786064,0
27,13.7193563384931,online,3,2,50.0,2501.8728799887067,4,1,2.243602616468162,0
28,85.69869706233361,combustivel,3,1,64.0,3477.102244291871,1,0,6.696061766206337,0
29,26.555412089611103,restaurante,16,7,29.0,5432.471393926982,4,0,6.759226941185121,0
30,38.47341565224877,shopping,8,6,51.0,5451.211513328237,2,1,4.67046620814585,0
31,26.521402945294867,shopping,18,7,29.0,2915.977992249493,3,1,1.7227933883516908,0
32,504.079413138774,restaurante,4,7,41.0,3379.512730016688,4,1,12.961667720718747,1
33,53.720964747848015,shopping,21,7,58.0,2082.597631195704,5,0,4.013470480633772,0
34,15.344343204802268,farmacia,23,7,33.0,,1,0,7.8149752729868585,0
35,146.50417033812855,farmacia,5,3,39.0,4569.385820155758,2,0,1.2059537726276999,0
36,12.616274658028534,mercado,2,3,18.0,5403.317083097514,3,0,2.1082833486875945,0
37,70.1500355981342,mercado,21,2,32.0,1954.074479295279,0,1,10.380416589647062,0
38,5.19863375345088,mercado,0,7,17.0,3364.434528197027,1,1,0.25702981914608647,0
39,11.09147440215336,shopping,19,1,45.0,2635.382915881188,2,1,3.5904310579250143,0
40,69.14691770275763,farmacia,21,4,49.0,4295.80748932801,0,0,3.286058132843028,0
41,132.44399753862692,farmacia,15,2,37.0,2417.225966465317,2,1,6.956136317670812,0
42,67.06363450839322,farmacia,22,1,43.0,110.31759081067776,4,1,1.65568884533094,0
43,47.523392387591564,restaurante,10,7,36.0,4505.5360666680035,3,0,1.2363284608107208,0
44,38.04141996900172,farmacia,12,5,48.0,2544.774555214891,2,0,13.027434587456618,0
45,9.260644174868329,restaurante,9,7,41.0,2700.834426167917,4,1,4.239769650618235,0
46,23.015938401834624,mercado,2,3,16.0,3653.3818750377586,3,0,0.5529238488324801,0
47,31.413366116716254,mercado,8,4,51.0,3529.2504647289297,0,1,1.07238211195358,0
48,194.13361739881734,shopping,11,6,35.0,3684.1824881285834,2,0,33.736946262143704,0
49,82.46236005574482,mercado,22,4,24.0,555.4002521307066,5,1,1.08834902475248,0
50,6.582086639723005,shopping,13,6,34.0,3834.4635180547384,1,1,4.714142718208681,0
51,80.55182477223838,combustivel,0,4,17.0,136.41547447329822,2,0,2.7247401284090254,0
52,34.3946580645791,combustivel,17,3,25.0,4154.347715671511,2,1,10.840231439579757,0
53,24.232473156419946,online,16,6,41.0,4677.57192316587,2,0,7.035927185632228,0
54,113.75096560259378,shopping,8,1,42.0,947.2197859121752,1,0,4.543490597491196,0
55,188.14245720936037,online,8,6,43.0,3492.6494858723236,2,0,0.05398530421906465,0
56,166.92358668464297,online,22,2,40.0,4585.768694421649,0,0,10.592791932865978,0
57,19.944211924306437,combustivel,9,1,31.0,,0,1,2.9409409650671603,0
58,37.67305618840236,shopping,18,2,39.0,4010.4545485629346,0,1,13.410278987285384,0
59,81.24880534733028,combustivel,14,7,34.0,-1178.1088090885214,2,0,3.421323859596539,0
60,176.02995026958692,online,4,4,20.0,4647.294177365116,5,0,5.92452035522125,0
61,30.72236572481256,shopping,14,1,30.0,,3,0,0.3590519498348622,0
62,43.69393162329185,online,19,4,50.0,2613.2559350459514,4,0,6.83543315226256,0
63,14.47463824146601,farmacia,22,7,59.0,4476.062179356721,1,1,2.0624186403300175,0
64,12.994836043245918,shopping,1,5,47.0,5593.934513585966,2,0,2.1643794806377867,0
65,144.7533105311418,shopping,12,4,58.0,,3,0,0.631535438399956,0
66,277.9630063868281,online,23,7,41.0,5413.070824573342,2,0,0.794141380784526,0
67,50.07830368450231,farmacia,15,4,60.0,670.0751212095306,3,0,1.0274947851610416,0
68,182.0423727834384,restaurante,14,7,64.0,3998.923256751098,5,1,1.9890189200032224,0
69,84.26471645963721,combustivel,9,2,19.0,2801.994220718592,3,0,11.126727526222835,0
70,25.175122246804545,online,13,7,42.0,1817.6713429255242,1,0,2.2963886949347585,0
71,84.24040930499022,shopping,9,6,41.0,106.97784770573662,2,1,6.443347158687292,0
72,345.72507550926656,combustivel,13,5,34.0,3917.6805735039948,1,1,0.4318624722647596,0
73,52.30064758246174,combustivel,22,4,45.0,4312.935080124793,2,1,4.47140857566293,0
74,356.94167282069765,combustivel,8,7,40.0,5013.034126489871,1,1,3.2878504026130244,0
75,2.354446987595026,restaurante,13,7,31.0,4764.735656452548,2,1,19.074015740755744,0
76,146.3912753650361,mercado,2,4,39.0,1842.4354694124447,1,0,9.360763712779049,0
77,60.60979307312275,online,19,5,54.0,4936.0582729681955,3,0,3.0332859446945264,0
78,38.13723797332289,mercado,15,5,42.0,5094.521255867767,3,0,7.461447925152816,0
79,60.95360078339765,mercado,1,7,47.0,2610.024112120942,3,1,1.0723980921218175,0
80,5.027472146793341,mercado,9,1,36.0,3042.6423955675778,0,0,4.131522671634655,0
81,41.946447056016595,combustivel,2,2,45.0,1598.7686894256872,0,0,0.38774897215773146,0
82,83.80855460033588,farmacia,10,5,25.0,5221.329435979998,1,0,2.1392363945644317,0
83,321.65284849123617,combustivel,10,5,34.0,732.3192810465962,1,1,1.2800268066175962,0
84,29.314308398577648,combustivel,20,3,38.0,3802.456008545654,4,0,6.345398596180316,0
85,20.693252408514105,shopping,20,6,24.0,2104.7562178264307,1,0,3.3676119749359006,0
86,29.90098872867448,shopping,21,5,30.0,1338.2207706652337,2,0,6.952927350826641,0
87,163.7731995698319,mercado,12,2,43.0,187.907579157888,1,1,3.621078617036515,0
88,81.00422644071419,combustivel,6,6,41.0,2676.8908080435103,2,0,0.45227436138206484,0
89,28.912896911269087,mercado,22,6,49.0,1103.122328103142,0,0,6.64706886874288,0
90,101.08087305356703,shopping,16,4,32.0,3084.629179910706,4,0,8.955676240107453,0
91,61.34373575235836,farmacia,1,4,40.0,5654.005985100937,2,0,11.69267953795255,0
92,174.57841121265602,online,11,4,31.0,3299.2609896583326,0,0,4.243066321002862,0
93,23.512596230276586,mercado,9,4,48.0,5995.9207534269735,2,0,7.003698147215715,0
94,36.84815037715509,farmacia,17,3,54.0,1526.5901197827698,3,0,6.972526632761653,0
95,34.10589407888905,online,21,5,45.0,1078.5888000009786,2,1,0.846531676011844,0
96,9.428924716881944,restaurante,10,4,52.0,1459.4766176575824,2,0,0.8969534048057148,0
97,77.89364203037499,mercado,15,7,40.0,2902.349191867044,2,0,0.3676165160403045,0
98,74.68403342205178,mercado,16,1,49.0,7084.423031586454,0,1,1.92767740865047,0
99,54.934202339598926,restaurante,18,4,40.0,506.82792967283876,0,0,3.207601292701528,0
100,41.202356031449455,restaurante,17,5,27.0,3929.494677243637,1,0,30.82397979327915,0
101,9.989705467963503,mercado,2,4,42.0,1950.0519959391997,3,0,2.8193157190692046,0
102,32.95772279449388,restaurante,20,3,28.0,2664.2954234235553,4,1,6.477564621361211,0
103,36.18854311373808,combustivel,15,2,68.0,1112.9701331004942,2,1,5.911008067727917,0
104,20.848192981480263,online,5,2,35.0,4318.707486059309,2,0,1.1438087082235469,0
105,44.99076047904262,online,11,5,47.0,2934.112300567317,2,0,0.3014426335887339,0
106,88.6646280717643,online,10,7,39.0,4631.180326041249,0,0,3.948364761353612,0
107,525.0130300637265,combustivel,14,2,25.0,3262.8677910488414,0,0,6.024959822707878,0
108,67.32242397264811,restaurante,14,2,17.0,102.56403423468737,0,0,31.74581489102951,0
109,74.37058262817449,farmacia,15,1,48.0,4644.814193962821,0,0,2.2205961168348973,0
110,49.932140872940614,restaurante,9,5,58.0,-19.50094846452066,1,0,11.334379713966598,0
111,5.460140607098919,mercado,11,7,31.0,195.14597562538165,2,0,2.4057876639331184,0
112,52.8883638405275,shopping,12,5,20.0,1624.1959798025455,3,0,5.846435325742128,0
113,58.69040480739509,online,3,2,36.0,1644.2166870714955,6,0,4.5596628438541895,0
114,1049.3125715481372,restaurante,6,2,28.0,5094.032048072223,3,0,0.27216896245463434,1
115,43.34393745118186,farmacia,21,2,32.0,2743.265419874454,2,0,0.4081571578920168,0
116,78.4025781043957,mercado,1,6,47.0,4871.077937961994,2,1,0.10491347410503293,0
117,52.37062677117387,combustivel,14,3,39.0,2148.1237821210707,0,0,2.3168014029222594,0
118,13.431280535281523,combustivel,7,4,30.0,3476.4695535159526,1,1,6.848190229933567,0
119,215.161170476377,farmacia,6,3,47.0,3711.0634672683095,2,0,0.9482742629468538,0
120,134.60164509307046,mercado,14,5,48.0,4044.0981256155737,1,0,4.655156313033433,0
121,141.06747703713634,online,22,1,35.0,2302.6107383762433,1,0,1.7042032816571981,0
122,18.333592892673163,restaurante,13,4,41.0,2433.217666822659,0,1,7.972564827609951,0
123,293.9333888478192,mercado,7,1,46.0,2552.8041311012344,0,0,8.007253203998319,0
124,10.15309641669809,combustivel,11,7,45.0,521.3814145547935,3,0,7.467494323092105,0
125,110.41306978397004,farmacia,12,6,40.0,2874.1472050975544,1,0,3.7204501954852613,0
126,756.3821599019425,farmacia,10,5,57.0,2424.47361738558,1,1,1.6743345997179724,0
